title,brand,category,subcategory,price,volume,alc,country,url
Bench Brewing Strawberry Grove Sour Ale,Bench Brewing,Ale,Sour Ale,7.5,500,NULL,Canada,https://www.lcbo.com/en/bench-brewing-strawberry-grove-sour-ale-10577
Steam Whistle Dry Hopped Pilsner,Steam Whistle,Lager,Pale Lager,3.35,473,NULL,Canada,https://www.lcbo.com/en/steam-whistle-dry-hopped-pilsner-19610
Elora Brewing Elora Borealis,Elora,Ale,Pale Ale,4.6,500,NULL,Canada,https://www.lcbo.com/en/elora-brewing-elora-borealis-484568
Barnstormer Wind-Shear Watermelon Summer Ale 2.0,Barnstormer,Ale,Flavoured & Spiced Beer,3.6,473,NULL,Canada,https://www.lcbo.com/en/barnstormer-wind-shear-watermelon-summer-ale-2-0-517102
Beyond the Pale Cosmic Latte,Beyond The Pale,Ale,Stout & Porter,4.5,473,NULL,Canada,https://www.lcbo.com/en/beyond-the-pale-cosmic-latte-22214
Liberty Village Chai Spice Dry Cider,Liberty Village,Cider,Flavoured Cider,3.5,473,NULL,Canada,https://www.lcbo.com/en/liberty-village-chai-spice-dry-cider-19970
Flying Monkeys Wonderstar Botanical Lager,Flying Monkeys Craft Brewery,Lager,Pale Lager,3.35,473,NULL,Canada,https://www.lcbo.com/en/flying-monkeys-wonderstar-botanical-lager-574400
5 Paddles Brewing Home Sweet Home,5 Paddles Brewing Co Inc,Ale,Flavoured & Spiced Beer,5.95,650,NULL,Canada,https://www.lcbo.com/en/5-paddles-brewing-home-sweet-home-458950
Left Field Brewery Moon shot Double IPA,Left Field Brewery,Ale,India Pale Ale (IPA),3.95,355,8.0,Canada,https://www.lcbo.com/en/left-field-brewery-moon-shot-double-ipa-23517
Left Field Brewery Gigante Micro IPA,Left Field,Ale,India Pale Ale (IPA),2.75,355,NULL,Canada,https://www.lcbo.com/en/left-field-brewery-gigante-micro-ipa-16772
The Beau's Winter Mix Pack is back!,Beau's,Gifts and Samplers,Taster Packs,19.95,2838,5.0,Canada,https://www.lcbo.com/en/the-beau-s-winter-mix-pack-is-back-22620
Orleans Brewing Wit Willie Witbier,Orleans Brewery Inc.,Ale,Wheat Ale,3.35,473,NULL,Canada,https://www.lcbo.com/en/orleans-brewing-wit-willie-witbier-20812
Coors Light Minis,Coors Light,Lager,Pale Lager,5.75,888,NULL,Canada,https://www.lcbo.com/en/coors-light-minis-15680
Moosehead Shaker Cucumber Lime Mojito,Moosehead,Ale,Flavoured & Spiced Beer,2.1,473,5.0,Canada,https://www.lcbo.com/en/moosehead-shaker-cucumber-lime-mojito-20094
The Exchange Brewery Twig & Berries with Gin Botanicals,The Exchange Brewery Inc.,Ale,Sour Ale,6.6,330,NULL,Canada,https://www.lcbo.com/en/the-exchange-brewery-twig-berries-with-gin-botanicals-19724
Lake Wilcox Brewing Mad Quacker,Lake Wilcox Brewing Company,Lager,Dark Lager,3.25,473,NULL,Canada,https://www.lcbo.com/en/lake-wilcox-brewing-mad-quacker-461624
Troubadour Imperial Stout,Brouwerij The Musketeers,Ale,Stout & Porter,8.35,750,NULL,Belgium,https://www.lcbo.com/en/troubadour-imperial-stout-16185
Busch Ice,Busch,Lager,Pale Lager,11.95,2838,NULL,Canada,https://www.lcbo.com/en/busch-ice-279877
KW Craft Cider,Kw Craft Cider,Cider,Traditional Cider,14.6,1320,NULL,Canada,https://www.lcbo.com/en/kw-craft-cider-457044
Von Bugle Munich Lager,Steam Whistle,Lager,Amber Lager,2.65,473,NULL,Canada,https://www.lcbo.com/en/von-bugle-munich-lager-618355
Side Launch Margarita Gose,Side Launch,Ale,Sour Ale,3.7,473,NULL,Canada,https://www.lcbo.com/en/side-launch-margarita-gose-15389
Erdinger Alkoholfrei,Erdinger Alkoholfrei,Non-Alcoholic & Specialty,Non-Alcoholic Beer,2.75,500,NULL,Germany,https://www.lcbo.com/en/erdinger-alkoholfrei-589721
Thornbury Village Spiced Apple Cider,Thornbury,Cider,Flavoured Cider,3.45,473,NULL,Canada,https://www.lcbo.com/en/thornbury-village-spiced-apple-cider-480343
Collective Arts Mix 6 Pack,Collective Arts,Gifts and Samplers,Taster Packs,19.95,2838,NULL,Canada,https://www.lcbo.com/en/collective-arts-mix-6-pack-20125
Trafalgar Peach Mead,Trafalgar Ales And Meads,Non-Alcoholic & Specialty,Mead,3.65,296,NULL,Canada,https://www.lcbo.com/en/trafalgar-peach-mead-524678
Side Launch Session 7,Side Launch,Ale,India Pale Ale (IPA),3.25,473,NULL,Canada,https://www.lcbo.com/en/side-launch-session-7-638460
Wayne Gretzky No 99 Session Ale,Wayne Gretzky,Ale,Pale Ale,2.95,473,NULL,Canada,https://www.lcbo.com/en/wayne-gretzky-no-99-session-ale-16373
Volkan Santorini Wheat Lager Beer,Private Stock,Lager,Dark Lager,2.85,330,NULL,Greece,https://www.lcbo.com/en/volkan-santorini-wheat-lager-beer-683986
Lake of the Woods Wrong Side of the Tracks Porter,Lake Of The Woods,Ale,Stout & Porter,3.45,473,NULL,Canada,https://www.lcbo.com/en/lake-of-the-woods-wrong-side-of-the-tracks-porter-17237
Amsterdam 3 Speed Lager,Amsterdam,Lager,Pale Lager,27.95,4260,NULL,Canada,https://www.lcbo.com/en/amsterdam-3-speed-lager-15181
Steam Whistle Tin Cooler Gift Pack,Steam Whistle,Gifts and Samplers,Gift Packs,21.9,2046,NULL,Canada,https://www.lcbo.com/en/steam-whistle-tin-cooler-gift-pack-22242
Muskoka Venture Pack,Muskoka,Gifts and Samplers,Taster Packs,28.0,4092,NULL,Canada,https://www.lcbo.com/en/muskoka-venture-pack-530253
Block Three Brewing King Street Saison,Block Three Brewing,Ale,Belgian Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/block-three-brewing-king-street-saison-541201
Refined Fool, Canatara!, Berliner Weisse,Refined Fool,Ale,Sour Ale,2.95,473,NULL,Canada,https://www.lcbo.com/en/refined-fool-canatara-berliner-weisse-13174
Beau's Summer Mixed Pack,Beau'S,Gifts and Samplers,Taster Packs,19.95,2838,NULL,Canada,https://www.lcbo.com/en/beau-s-summer-mixed-pack-20223
Hoegaarden OO,Hoegaarden,Non-Alcoholic & Specialty,Non-Alcoholic Beer,11.95,1980,NULL,Belgium,https://www.lcbo.com/en/hoegaarden-oo-11661
Bench Brewing Twenty Mile Farmhouse Ale,Bench Brewing,Ale,Belgian Ale,3.15,473,NULL,Canada,https://www.lcbo.com/en/bench-brewing-twenty-mile-farmhouse-ale-508515
Muskoka Craft Lager,Muskoka,Lager,Pale Lager,9.25,1420,NULL,Canada,https://www.lcbo.com/en/muskoka-craft-lager-573618
Stella Artois,Stella Artois,Lager,Pale Lager,15.25,1980,NULL,Belgium,https://www.lcbo.com/en/stella-artois-12819
Steam Whistle 4x355ml,Steam Whistle,Lager,Pale Lager,9.95,1420,NULL,Canada,https://www.lcbo.com/en/steam-whistle-4x355ml-632497
Coors Slice Orange,Coors Light,Ale,Flavoured & Spiced Beer,2.95,473,NULL,Canada,https://www.lcbo.com/en/coors-slice-orange-10476
Mill Street Brewpub Mix Pack 2,Mill Street,Gifts and Samplers,Taster Packs,14.95,2130,NULL,Canada,https://www.lcbo.com/en/mill-street-brewpub-mix-pack-2-579391
Driftwood Fat Tug IPA,Driftwood,Ale,India Pale Ale (IPA),6.25,650,NULL,Canada,https://www.lcbo.com/en/driftwood-fat-tug-ipa-441782
Tripel Karmeliet,Tripel Karmeliet,Ale,Belgian Ale,3.8,330,NULL,Belgium,https://www.lcbo.com/en/tripel-karmeliet-287490
Cascade Brewing Manhatten NW,Cascade Brewing,Ale,Flavoured & Spiced Beer,14.95,750,NULL,United States,https://www.lcbo.com/en/cascade-brewing-manhatten-nw-552943
Ice Cider,Private Stock,Cider,Traditional Cider,27.25,200,9.8,Canada,https://www.lcbo.com/en/ice-cider-490564
Van Steenberge Belgian Beer Tasting Pack,Van Steenberge,Gifts and Samplers,Taster Packs,21.05,1980,NULL,Belgium,https://www.lcbo.com/en/van-steenberge-belgian-beer-tasting-pack-254136
Big Rig Tartan Scotch Ale,Big Rig,Ale,Dark Ale,2.75,473,NULL,Canada,https://www.lcbo.com/en/big-rig-tartan-scotch-ale-523704
Collective Arts Barrel Aged Imperial Porter +Glass,Collective Arts,Ale,Stout & Porter,13.05,710,NULL,Canada,https://www.lcbo.com/en/collective-arts-barrel-aged-imperial-porter-glass-21506
Lakeport Pilsener,Lakeport,Lager,Pale Lager,22.5,4092,NULL,Canada,https://www.lcbo.com/en/lakeport-pilsener-924225
Creemore Springs Mad & Noisy Lagered Ale,Creemore Springs,Ale,Lagered Ale,3.15,473,NULL,Canada,https://www.lcbo.com/en/creemore-springs-mad-noisy-lagered-ale-512947
Whitewater Brewery Co. Dawn Patrol,Whitewater,Ale,Flavoured & Spiced Beer,3.25,473,NULL,Canada,https://www.lcbo.com/en/whitewater-brewery-co-dawn-patrol-16830
Creemore Boundless IPA,Creemore Springs,Ale,India Pale Ale (IPA),17.95,2838,NULL,Canada,https://www.lcbo.com/en/creemore-boundless-ipa-10292
Black Isle Brewery Anything Gose,Black Isle Brewing,Ale,Sour Ale,2.4,330,NULL,United Kingdom,https://www.lcbo.com/en/black-isle-brewery-anything-gose-546945
Amsterdam Fracture Imperial IPA,Amsterdam,Ale,India Pale Ale (IPA),3.95,473,9.1,Canada,https://www.lcbo.com/en/amsterdam-fracture-imperial-ipa-531251
Lindemans Gueuze Cuvee,Lindemans,Ale,Sour Ale,5.95,375,NULL,Belgium,https://www.lcbo.com/en/lindemans-gueuze-cuvee-522839
Beau's New Lang Syne,Beau'S,Ale,Belgian Ale,16.0,750,NULL,Canada,https://www.lcbo.com/en/beau-s-new-lang-syne-448621
Panil Barriquee Sour,Panil,Ale,Sour Ale,11.7,750,8.0,Italy,https://www.lcbo.com/en/panil-barriquee-sour-210591
Somersby Apple Cider,Somersby,Cider,Flavoured Cider,15.95,2640,NULL,Finland,https://www.lcbo.com/en/somersby-apple-cider-453142
Wellington Brewery Faces Double IPA,Wellington,Ale,India Pale Ale (IPA),4.95,473,NULL,Canada,https://www.lcbo.com/en/wellington-brewery-faces-double-ipa-19683
Nickel Brook Peach Uber Berlinerweisse,Nickel Brook,Ale,Sour Ale,5.95,500,NULL,Canada,https://www.lcbo.com/en/nickel-brook-peach-uber-berlinerweisse-578500
Omnipollo Mimmi Mimosa,Omnipollo,Ale,Sour Ale,4.5,473,NULL,Canada,https://www.lcbo.com/en/omnipollo-mimmi-mimosa-16886
Deus Brut Des Flanders,Deus Brut Des Flanders,Ale,Belgian Ale,19.95,750,NULL,Belgium,https://www.lcbo.com/en/deus-brut-des-flanders-290866
Het Anker Cuvee Van De Keizer Imperial Blond,Private Stock,Ale,Belgian Ale,11.45,750,NULL,Belgium,https://www.lcbo.com/en/het-anker-cuvee-van-de-keizer-imperial-blond-628999
Beau's Farm Table Helles,Beau'S,Lager,Pale Lager,3.45,473,NULL,Canada,https://www.lcbo.com/en/beau-s-farm-table-helles-10350
Modelo Especial,Modelo,Lager,Pale Lager,3.5,473,4.5,Mexico,https://www.lcbo.com/en/modelo-especial-464172
The Exchange Brewery Peppercorn Rye Saison,Exchange Brewery,Ale,Belgian Ale,13.5,750,NULL,Canada,https://www.lcbo.com/en/the-exchange-brewery-peppercorn-rye-saison-578138
Harviestoun Brewery Old Engine Oil,Harviestoun,Ale,Dark Ale,2.6,330,NULL,United Kingdom,https://www.lcbo.com/en/harviestoun-brewery-old-engine-oil-16694
Beau's Four Flower Gruit,Beau'S,Ale,Flavoured & Spiced Beer,5.95,600,NULL,Canada,https://www.lcbo.com/en/beau-s-four-flower-gruit-625327
Collective Arts IPA No 15,Collective Arts,Ale,India Pale Ale (IPA),4.75,473,NULL,Canada,https://www.lcbo.com/en/collective-arts-ipa-no-15-17944
Bud Light Grapefruit Radler,Bud Light Flavours,Non-Alcoholic & Specialty,Radler & Shandy,3.0,473,NULL,Canada,https://www.lcbo.com/en/bud-light-grapefruit-radler-498436
Cowbell Brewing Co. Winter Collection,Cowbell Brewing,Gifts and Samplers,Gift Packs,14.85,2838,NULL,Canada,https://www.lcbo.com/en/cowbell-brewing-co-winter-collection-17069
Ommegang Hennepin,Ommegang,Ale,Belgian Ale,7.95,750,NULL,United States,https://www.lcbo.com/en/ommegang-hennepin-559823
Aventinus Vintage (4 Years Aged),Private Stock,Ale,Belgian Ale,7.7,500,NULL,Germany,https://www.lcbo.com/en/aventinus-vintage-4-years-aged-687425
Mill Street Original Organic Lager,Mill Street,Lager,Pale Lager,9.95,1420,NULL,Canada,https://www.lcbo.com/en/mill-street-original-organic-lager-697680
Great Lakes Brewery Solstice,Great Lakes,Ale,Stout & Porter,11.95,500,NULL,Canada,https://www.lcbo.com/en/great-lakes-brewery-solstice-14798
Brickworks Cider Mix Pack,Brickworks Ciderhouse,Cider,Mixed Pack Cider,19.95,2838,NULL,Canada,https://www.lcbo.com/en/brickworks-cider-mix-pack-577643
Kirin Ichiban,Kirin Ichiban,Lager,Pale Lager,3.05,500,NULL,Germany,https://www.lcbo.com/en/kirin-ichiban-359356
Sleeman Railside Session Ale,Sleeman,Ale,India Pale Ale (IPA),26.95,4092,NULL,Canada,https://www.lcbo.com/en/sleeman-railside-session-ale-467837
Cameron's Samurai Sour,Cameron's,Ale,Sour Ale,3.7,473,NULL,Canada,https://www.lcbo.com/en/cameron-s-samurai-sour-20815
Bench Brewing Oak Grove Sour Ale,Bench Brewing Company,Ale,Sour Ale,7.5,500,NULL,Canada,https://www.lcbo.com/en/bench-brewing-oak-grove-sour-ale-11315
Innis & Gunn Gift Pack,Innis & Gunn,Gifts and Samplers,Gift Packs,14.95,1320,NULL,United Kingdom,https://www.lcbo.com/en/innis-gunn-gift-pack-17113
Beau's Tom Green Summer Stout,Beau's,Ale,Stout & Porter,3.65,473,NULL,Canada,https://www.lcbo.com/en/beau-s-tom-green-summer-stout-16173
Dragon Stout,Dragon Stout,Ale,Stout & Porter,12.95,1800,NULL,Jamaica,https://www.lcbo.com/en/dragon-stout-417279
Longslice Loose Lips Lager,Longslice Brewery,Lager,Pale Lager,3.15,473,NULL,Canada,https://www.lcbo.com/en/longslice-loose-lips-lager-482406
Bud Light Chelada 6pk - C +,Bud Light Chelada,Ale,Flavoured & Spiced Beer,15.25,2130,NULL,United States,https://www.lcbo.com/en/bud-light-chelada-6pk-c-466235
Molson Canadian Victory Bottle,Molson Canadian,Lager,Pale Lager,3.95,625,NULL,Canada,https://www.lcbo.com/en/molson-canadian-victory-bottle-369876
Tempest Easy Livin Pils (Case),NULL,Lager,Pale Lager,3.6,NULL,NULL,United Kingdom,https://www.lcbo.com/en/tempest-easy-livin-pils-case-460856
Ernest Cider Holiday Pack,Ernest,Cider,Mixed Pack Cider,19.55,1892,NULL,Canada,https://www.lcbo.com/en/ernest-cider-holiday-pack-17064
St Bernardus Selection Pack,St. Bernardus,Gifts and Samplers,Taster Packs,22.95,1980,NULL,Belgium,https://www.lcbo.com/en/st-bernardus-selection-pack-385476
Kichesippi Beer Company Corktown Stout,Kichesippi,Ale,Stout & Porter,3.35,473,NULL,Canada,https://www.lcbo.com/en/kichesippi-beer-company-corktown-stout-18011
Belgian Moon Honey Daze,Belgian Moon,Ale,Flavoured & Spiced Beer,3.1,473,NULL,Canada,https://www.lcbo.com/en/belgian-moon-honey-daze-19886
Collective Arts Project Sour Harvest Saison,Collective Arts,Ale,Belgian Ale,3.95,473,NULL,Canada,https://www.lcbo.com/en/collective-arts-project-sour-harvest-saison-479865
Granville Island Cranberry Wheat Ale,Granville Island,Ale,Flavoured & Spiced Beer,3.4,473,NULL,Canada,https://www.lcbo.com/en/granville-island-cranberry-wheat-ale-20067
Bud Light Lemonade Radler,Bud Light Flavours,Non-Alcoholic & Specialty,Radler & Shandy,29.95,4260,NULL,Canada,https://www.lcbo.com/en/bud-light-lemonade-radler-629543
Lake of Bays 10th Year Celebration Pack,Lake Of Bays,Gifts and Samplers,Taster Packs,15.95,1892,NULL,Canada,https://www.lcbo.com/en/lake-of-bays-10th-year-celebration-pack-16499
Dagger Brew Corp,Dagger Brew,Lager,Pale Lager,9.5,2130,4.0,Canada,https://www.lcbo.com/en/dagger-brew-corp-635946
La Trappe Quadrupel Ale,La Trappe,Ale,Belgian Ale,8.8,750,NULL,Netherlands,https://www.lcbo.com/en/la-trappe-quadrupel-ale-92791
Collective Arts Blood Orange and Cranberry Cider,Collective Arts,Cider,Flavoured Cider,3.75,473,NULL,Canada,https://www.lcbo.com/en/collective-arts-blood-orange-and-cranberry-cider-19987
Left Field Brewery - O'Neil 100% Canadian Stout,Left Field,Ale,Stout & Porter,3.0,355,4.5,Canada,https://www.lcbo.com/en/left-field-brewery-o-neil-100-canadian-stout-22259
PEI Brewing Company Snowbird Juicy IPA,Gahan-Fathers Commemorative,Ale,India Pale Ale (IPA),3.45,473,NULL,Canada,https://www.lcbo.com/en/pei-brewing-company-snowbird-juicy-ipa-17829
Somersby Red Rhubarb,Somersby,Cider,Flavoured Cider,3.2,500,NULL,Denmark,https://www.lcbo.com/en/somersby-red-rhubarb-494591
Oatmeal Stout East Coast Edition 2018,Black Isle Brewing,Ale,Stout & Porter,3.2,330,NULL,United Kingdom,https://www.lcbo.com/en/oatmeal-stout-east-coast-edition-2018-617530
Miller Lite Game Day Special Offer,Miller Lite,Lager,Pale Lager,44.85,8514,NULL,Canada,https://www.lcbo.com/en/miller-lite-game-day-special-offer-123950
Side Launch Mountain Lager,Side Launch,Lager,Pale Lager,3.25,473,NULL,Canada,https://www.lcbo.com/en/side-launch-mountain-lager-459115
Bobcaygeon Brewing Bobber 100 Calorie  Hazy IPA,Bobcaygeon Brewing Company Limited,Ale,India Pale Ale (IPA),3.25,473,NULL,Canada,https://www.lcbo.com/en/bobcaygeon-brewing-bobber-100-calorie-hazy-ipa-20844
Magners Pear Cider,Magners,Cider,Flavoured Cider,3.7,500,NULL,Ireland,https://www.lcbo.com/en/magners-pear-cider-279646
Ernest Bumbleberry Cider,Ernest,Cider,Flavoured Cider,3.75,473,NULL,Canada,https://www.lcbo.com/en/ernest-bumbleberry-cider-15175
3 Fonteinen Intens Rood,3 Fonteinen,Ale,Sour Ale,20.5,375,6.0,Belgium,https://www.lcbo.com/en/3-fonteinen-intens-rood-21838
Pommies Dry Cider,Pommies,Cider,Traditional Cider,9.45,1420,NULL,Canada,https://www.lcbo.com/en/pommies-dry-cider-244897
Dos Equis Lager,Dos Equis Xx,Lager,Pale Lager,2.85,473,NULL,Mexico,https://www.lcbo.com/en/dos-equis-lager-287540
All or Nothing snooze you loose honey brown,All Or Nothing,Ale,Dark Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/all-or-nothing-snooze-you-loose-honey-brown-698597
Grand Cru Des Rocs,Abbaye Des Rocs Grand Cru,Ale,Belgian Ale,5.2,750,NULL,Belgium,https://www.lcbo.com/en/grand-cru-des-rocs-633826
KICHESIPPI BEER COMPANY BC Light,Kichesippi,Lager,Pale Lager,3.25,473,NULL,Canada,https://www.lcbo.com/en/kichesippi-beer-company-bc-light-16532
Mill Street Essentials Mix Pack,Mill Street,Gifts and Samplers,Taster Packs,19.5,2838,NULL,Canada,https://www.lcbo.com/en/mill-street-essentials-mix-pack-131631
All or Nothing Mead Braggot,All Or Nothing,Non-Alcoholic & Specialty,Mead,3.75,296,7.0,Canada,https://www.lcbo.com/en/all-or-nothing-mead-braggot-698910
Vertignasse,Private Stock,Ale,Belgian Ale,14.35,750,NULL,Belgium,https://www.lcbo.com/en/vertignasse-776997
King in the North (Game of Thrones Royal Reserve),Ommegang,Ale,Stout & Porter,10.8,750,NULL,United States,https://www.lcbo.com/en/king-in-the-north-game-of-thrones-royal-reserve-667824
Moosehead Lager,Moosehead,Lager,Pale Lager,24.95,4260,NULL,Canada,https://www.lcbo.com/en/moosehead-lager-499913
Amsterdam Winter Flight Pack,Amsterdam,Gifts and Samplers,Taster Packs,12.95,1892,NULL,Canada,https://www.lcbo.com/en/amsterdam-winter-flight-pack-17504
Shawn & Ed Brewing Co. Lagershed Lighter,Shawn & Ed Brewing,Lager,Pale Lager,13.95,1980,NULL,Canada,https://www.lcbo.com/en/shawn-ed-brewing-co-lagershed-lighter-483198
Forked River Flashback Citra Rhubarb Wheat Ale,Forked River,Ale,Flavoured & Spiced Beer,3.15,473,NULL,Canada,https://www.lcbo.com/en/forked-river-flashback-citra-rhubarb-wheat-ale-515056
Boddington's Pub Ale,Boddingtons,Ale,Pale Ale,11.95,1760,NULL,United Kingdom,https://www.lcbo.com/en/boddington-s-pub-ale-550830
Bud Light Orange,Bud Light Flavours,Ale,Flavoured & Spiced Beer,14.75,2046,NULL,Canada,https://www.lcbo.com/en/bud-light-orange-667816
Berlin Lager Beer,Private Stock,Lager,Pale Lager,2.35,500,5.0,Greece,https://www.lcbo.com/en/berlin-lager-beer-121953
Steamworks Tropical Tart Ale,Steamworks,Ale,Sour Ale,2.65,473,NULL,Canada,https://www.lcbo.com/en/steamworks-tropical-tart-ale-551705
De Moersleutel Rusty Brown Ale,Brouwerij De Moersleutel,Ale,Dark Ale,3.5,440,8.0,Netherlands,https://www.lcbo.com/en/de-moersleutel-rusty-brown-ale-13337
Clifford Brewing Marigold Belgian Golden Ale,Clifford,Ale,Belgian Ale,3.55,473,NULL,Canada,https://www.lcbo.com/en/clifford-brewing-marigold-belgian-golden-ale-20824
Sagres Pilsener,Sagres Pilsener,Lager,Pale Lager,11.75,1980,NULL,Portugal,https://www.lcbo.com/en/sagres-pilsener-163816
Hofbrau Oktoberfestbier,Hofbrau,Lager,Amber Lager,3.8,500,6.3,Germany,https://www.lcbo.com/en/hofbrau-oktoberfestbier-84889
Renaissance Brewing Boom Double IPA,Renaissance Brewing Ltd,Ale,India Pale Ale (IPA),5.45,500,NULL,New Zealand,https://www.lcbo.com/en/renaissance-brewing-boom-double-ipa-545822
Collective Arts IPA No 18,Collective Arts,Ale,India Pale Ale (IPA),4.75,473,6.4,Canada,https://www.lcbo.com/en/collective-arts-ipa-no-18-21686
Carling Lager,Carling,Lager,Pale Lager,2.3,473,NULL,Canada,https://www.lcbo.com/en/carling-lager-38265
The Hamilton Brewery Riley Red,The Hamilton Brewery,Ale,Dark Ale,2.75,473,4.5,Canada,https://www.lcbo.com/en/the-hamilton-brewery-riley-red-539486
Junction Craft Brewing Conductor's Craft Ale,Junction Craft,Ale,Pale Ale,2.95,473,NULL,Canada,https://www.lcbo.com/en/junction-craft-brewing-conductor-s-craft-ale-345280
Beaches Brewing Co. A-Bay Pale Ale,Beaches Brewing,Ale,Pale Ale,3.15,473,4.5,Canada,https://www.lcbo.com/en/beaches-brewing-co-a-bay-pale-ale-568360
Exchange Brewery Blueberry Pi,Exchange Brewery,Ale,Sour Ale,6.6,330,NULL,Canada,https://www.lcbo.com/en/exchange-brewery-blueberry-pi-16084
Cowbell Brewing Pomegranate Honeysuckle Fruit Sour,Cowbell Brewing,Ale,Sour Ale,3.7,473,NULL,Canada,https://www.lcbo.com/en/cowbell-brewing-pomegranate-honeysuckle-fruit-sour-16233
Sleeman Original Draught Gift Pack,Sleeman,Lager,Pale Lager,14.6,2046,NULL,Canada,https://www.lcbo.com/en/sleeman-original-draught-gift-pack-625905
Trou Du Diable MacTavish In Memorium,Micro-Brasserie La Trou Du Diable,Ale,Pale Ale,5.95,600,NULL,Canada,https://www.lcbo.com/en/trou-du-diable-mactavish-in-memorium-15645
Collingwood 3 Point Saison,Collingwood,Ale,Belgian Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/collingwood-3-point-saison-10111
